,player_id,Name,Season,Age,50th_max_velo,P/PA,Team,K%,BB%,Brls/BBE%,HardHit%,Spd,LD%,GB%,FB%,HR/FB%,IFH%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,SwStr%,BsR,Pull%,Oppo%,LA,HR,SB,Cluster,PA,xwOBA,xBA,wRC+,OFF
102,663837,Matt Vierling,2023,26,100.6,4.02,DET,21.1,8.3,4.6,42.0,4.7,20.7,48.5,30.8,8.8,5.6,30.6,61.3,44.2,73.4,90.1,7.2,-0.2,33.9,32.8,9.1,10,6,10,530,0.322,0.266,99,-1.0
103,571771,Enrique Hernández,2023,31,97.8,3.87,- - -,19.1,6.7,4.6,33.4,3.3,19.0,37.4,43.6,6.7,3.6,30.7,68.6,46.7,63.2,87.2,10.2,-1.0,36.6,25.9,17.0,11,4,10,508,0.272,0.224,72,-17.9
104,657041,Lane Thomas,2023,27,100.2,3.85,WSN,25.8,5.3,9.6,40.5,6.0,18.7,44.0,37.3,16.4,9.4,30.6,62.1,43.6,64.4,89.8,9.0,1.7,51.2,19.2,10.8,28,20,6,682,0.319,0.255,109,9.0
105,664702,Myles Straw,2023,28,95.1,3.84,CLE,18.7,8.1,0.5,23.1,5.9,22.1,47.3,30.6,0.9,8.7,27.1,62.0,43.8,82.2,91.4,5.1,3.3,24.7,35.3,9.4,1,20,5,518,0.272,0.239,69,-15.8
106,665742,Juan Soto,2023,24,104.5,4.09,SDP,18.2,18.6,13.0,55.3,3.5,16.6,51.0,32.4,24.5,5.8,20.0,60.2,35.7,67.6,89.9,6.3,-0.9,38.9,20.7,6.7,35,12,1,708,0.408,0.284,155,47.4
107,624585,Jorge Soler,2023,31,103.1,3.99,MIA,24.3,11.4,15.0,48.0,1.8,18.0,35.7,46.3,21.2,3.8,29.2,68.7,44.2,60.1,85.4,11.0,-2.9,46.3,18.5,17.8,36,1,9,580,0.374,0.262,126,16.2
108,595879,Javier Báez,2023,30,100.2,3.6,DET,22.9,4.4,5.1,38.8,6.5,18.1,49.9,32.0,7.3,7.3,46.0,69.3,54.7,58.2,82.0,16.7,2.3,40.2,23.7,9.3,9,12,2,547,0.279,0.234,61,-23.0
109,641857,Ryan McMahon,2023,28,102.0,4.37,COL,31.6,10.8,11.4,44.2,3.9,23.2,43.3,33.5,19.2,7.7,30.1,69.0,47.2,58.7,76.2,14.2,-3.1,34.7,27.8,9.7,23,5,7,627,0.335,0.245,88,-12.4
110,521692,Salvador Perez,2023,33,101.4,3.55,KCR,23.3,3.3,8.7,43.6,1.2,22.9,36.3,40.9,13.7,2.7,49.5,77.5,60.1,60.2,83.9,17.0,-5.2,43.6,23.1,15.6,23,0,4,580,0.325,0.266,86,-14.7
111,663586,Austin Riley,2023,26,103.4,4.0,ATL,24.1,8.3,13.9,48.8,4.1,18.5,41.3,40.2,19.4,9.7,31.0,71.9,48.2,59.6,83.1,12.4,0.7,41.1,23.2,13.5,37,3,3,715,0.365,0.273,127,24.5
112,642715,Willy Adames,2023,27,99.1,4.07,MIL,25.9,11.1,12.4,36.1,3.5,19.3,36.0,44.7,13.6,4.9,35.6,73.7,49.9,56.5,83.5,14.2,-1.0,46.5,17.8,18.2,24,5,3,638,0.335,0.24,94,-6.0
113,596019,Francisco Lindor,2023,29,100.8,3.99,NYM,19.9,9.6,10.4,43.9,6.4,20.1,34.1,45.8,14.4,5.0,30.5,73.0,48.1,66.1,87.3,9.9,3.7,46.8,19.9,19.2,31,31,6,687,0.346,0.255,121,21.9
114,608841,Joey Meneses,2023,31,99.9,3.87,WSN,19.8,5.8,5.4,41.7,1.6,20.2,48.6,31.2,8.6,8.9,34.3,67.1,47.6,64.4,89.2,10.2,-5.2,41.9,28.3,9.4,13,0,7,657,0.288,0.247,96,-8.8
115,666969,Adolis García,2023,30,102.9,4.05,TEX,27.7,10.3,16.1,49.7,4.5,16.3,36.8,46.9,21.5,10.6,33.0,74.3,48.6,58.5,78.9,14.4,1.4,42.5,23.1,15.7,39,9,3,632,0.366,0.25,124,19.7
116,672580,Maikel Garcia,2023,23,101.5,3.86,KCR,22.3,7.4,3.9,50.6,6.3,24.6,48.0,27.4,4.1,7.0,24.4,65.7,42.9,69.8,87.7,7.7,1.3,33.1,27.5,6.1,4,23,10,515,0.319,0.274,84,-8.6
117,663697,Jonathan India,2023,26,99.7,4.17,CIN,20.6,9.8,7.7,38.4,5.0,21.6,38.9,39.5,12.2,8.8,22.2,59.6,38.6,62.7,87.8,7.8,2.6,42.9,26.1,15.3,17,14,1,529,0.339,0.252,99,2.3
118,683011,Anthony Volpe,2023,22,99.5,3.89,NYY,27.8,8.7,9.0,42.7,6.2,21.8,41.1,37.1,15.2,5.9,32.0,68.5,47.6,57.7,83.9,12.5,3.4,45.6,22.0,14.2,21,24,7,601,0.305,0.23,84,-7.9
119,656941,Kyle Schwarber,2023,30,103.4,4.26,PHI,29.9,17.5,16.4,48.5,2.2,16.1,34.4,49.5,25.5,0.8,24.1,57.3,37.6,54.2,80.2,11.2,-4.5,53.9,14.8,19.0,47,0,8,720,0.364,0.22,119,12.7
120,664034,Ty France,2023,28,99.3,3.65,SEA,17.6,6.5,6.8,38.4,2.5,23.4,41.8,34.8,7.3,2.0,37.9,74.7,53.2,63.8,91.5,10.7,-4.3,42.9,20.4,13.7,12,1,7,665,0.342,0.27,104,-1.5
121,502671,Paul Goldschmidt,2023,35,102.4,4.14,STL,23.4,12.7,11.9,50.7,3.6,21.6,41.1,37.2,15.4,7.3,29.1,63.8,43.9,68.2,79.8,10.8,0.1,33.1,31.7,12.8,25,11,6,687,0.367,0.271,122,19.1
122,605141,Mookie Betts,2023,30,100.9,3.91,LAD,15.4,13.9,12.5,48.1,4.7,23.7,27.8,48.5,16.7,6.7,20.0,63.0,38.1,64.3,93.9,5.8,0.7,46.3,18.3,20.6,39,14,1,693,0.407,0.294,167,58.0
123,607043,Brandon Nimmo,2023,30,101.5,4.17,NYM,21.4,10.9,9.5,47.7,4.0,19.8,41.0,39.2,13.6,6.5,24.0,64.5,42.3,64.8,88.1,8.1,-3.4,34.2,31.9,12.2,24,3,6,682,0.352,0.261,130,22.1
124,663886,Tyler Stephenson,2023,26,100.0,3.97,CIN,26.1,9.1,7.6,43.2,2.7,22.7,48.6,28.7,13.7,6.8,27.5,63.3,42.6,56.4,85.0,10.9,-2.3,39.9,27.2,8.9,13,0,7,517,0.314,0.243,85,-12.2
125,661388,William Contreras,2023,25,103.2,3.96,MIL,20.6,10.3,9.4,48.4,4.0,16.1,55.0,28.8,14.2,8.7,27.9,64.1,43.2,61.9,81.6,11.1,-1.6,34.3,26.6,4.7,17,6,7,611,0.335,0.255,124,16.9
126,650490,Yandy Díaz,2023,31,104.3,3.93,TBR,15.7,10.8,9.5,54.0,1.8,19.4,52.0,28.6,17.7,8.0,22.8,68.5,42.6,68.1,90.1,7.0,-4.4,31.4,27.5,5.7,22,0,6,600,0.383,0.305,164,41.7
127,595777,Jurickson Profar,2023,30,97.2,4.04,- - -,17.3,9.6,4.0,31.7,2.9,22.7,40.1,37.2,6.5,2.0,27.7,72.4,47.1,66.4,89.7,8.5,-2.5,44.7,21.7,14.8,9,1,10,521,0.306,0.247,76,-17.8
128,673490,Ha-Seong Kim,2023,27,96.6,4.36,SDP,19.8,12.0,4.3,26.2,5.1,20.6,40.5,38.8,10.5,10.7,23.0,57.2,38.5,76.3,88.2,6.0,4.2,45.1,20.8,13.6,17,38,1,626,0.313,0.245,112,13.1
129,683002,Gunnar Henderson,2023,22,102.7,3.87,BAL,25.6,9.0,11.4,51.7,6.9,19.1,45.0,35.9,19.3,4.4,29.0,69.5,46.8,62.4,82.7,11.4,5.8,39.9,25.0,11.4,28,10,7,622,0.346,0.261,123,23.0
130,650402,Gleyber Torres,2023,26,99.6,3.94,NYY,14.6,10.0,7.9,40.3,4.3,21.1,39.2,39.6,12.6,6.6,29.5,71.1,46.7,68.7,87.8,9.0,-1.3,36.6,25.1,15.1,25,13,6,672,0.362,0.282,123,16.9
131,650559,Bryan De La Cruz,2023,26,100.3,3.94,MIA,22.7,6.4,8.8,42.4,2.5,23.3,41.0,35.7,12.0,6.6,35.8,72.0,50.0,63.6,80.5,13.4,-3.7,38.2,25.6,11.8,19,4,7,626,0.331,0.273,92,-10.2
132,668715,Spencer Steer,2023,25,99.2,4.04,CIN,20.9,10.2,6.7,37.1,4.7,19.5,37.6,43.0,12.0,7.1,27.7,65.1,43.8,65.9,85.3,9.5,-0.5,43.6,24.2,15.3,23,15,6,665,0.333,0.252,118,14.2
133,673548,Seiya Suzuki,2023,28,102.2,4.19,CHC,22.3,10.1,10.5,48.0,4.5,22.4,43.1,34.4,14.8,11.2,23.5,62.4,40.9,68.6,86.5,7.9,-2.0,39.8,22.5,10.8,20,6,6,583,0.357,0.283,126,17.1
